店铺名称,人均消费,分类名称,所在区域,口味评分,环境评分,服务评分,商品编号,店铺星级
U你·天然调味,91,湖北菜/家常菜,光谷/鲁巷,9.1,9.1,9.1,128486667,50
TACO AMOR墨西哥餐厅,90,西餐,江汉路步行街,9.0,8.9,8.8,111518078,45
5路汉堡炸鸡,23,快餐简餐,江汉路步行街,8.4,8.2,8.1,1937752,40
亢龙太子酒轩,93,湖北菜/家常菜,东亭,9.1,9.2,9.1,8977386,50
大渔渔膳,345,日式自助,余家头,9.3,9.3,9.4,130566954,50
GROTTA BRUNCH灯塔餐厅,174,西餐,汉阳大道,9.0,9.2,9.1,127197857,50
爱漫·花园,126,咖啡厅,江岸区,7.6,9.0,7.9,129208969,40
赤浪川菜馆,69,川菜家常菜,万松园,8.6,6.9,7.4,9056341,40
老通城豆皮,13,快餐简餐,江汉路步行街,8.9,8.5,8.4,76968114,45
闲云野鹤,150,湖北菜/家常菜,唐家墩/菱角湖,9.1,9.3,9.0,23214208,50
阿德鱼湾,61,湖北菜/家常菜,司门口,9.1,7.8,8.5,6169201,45
曾记大腰子烧烤,58,烧烤,港澳台风情街,7.9,7.0,7.5,32412716,40
鱼头泡饭,95,湖北菜/家常菜,徐东大街,8.9,7.9,7.8,21647388,45
蜀九香火锅,110,四川火锅,西北湖,9.1,9.1,9.2,34138073,50
老地方烧烤,58,烧烤,花桥,8.2,6.4,7.2,72455961,40
顺香居,68,湖北菜/家常菜,江汉路步行街,8.5,9.1,8.9,114464213,45
潮牛壹号鲜牛肉火锅,86,牛羊肉火锅,石牌岭/街道口,9.1,9.2,9.1,58271582,50
尘香•精致湖北菜,61,湖北菜/家常菜,石牌岭/街道口,8.5,9.0,8.7,32641768,45
零度·冰火锅概念餐厅,96,火锅,古田路,9.2,9.2,9.2,130713804,50
极屋串宗酒场·深夜食堂,97,日本料理,楚河汉街,9.2,9.2,9.3,126220843,50
刘记三狗牛肉面馆,17,快餐简餐,客运港/江滩,8.1,7.4,7.2,1970644,40
汉口虾神烧烤,92,烤串,腰路堤,9.0,9.0,8.9,66328309,45
7.BLOCK澳式全天早午餐,119,西餐,港澳台风情街,8.5,9.1,9.1,127224986,45
万达瑞华美食汇全日自助餐厅,280,自助餐,水果湖,8.3,9.2,9.1,17204393,45
JOY BOX盒里,89,西餐,解放公园,8.4,8.8,8.6,98856594,45
胖记烤肉,72,融合烤肉,江汉路步行街,9.0,8.8,9.1,130009940,45
吉庆78号·油焖蜗牛私房菜,87,私房菜,江汉路步行街,9.1,9.0,9.1,110653699,50
有拈头成都市井火锅,78,四川火锅,百步亭/二七,8.8,8.8,8.7,124763781,45
辣筋子,64,融合烤肉,腰路堤,8.3,5.5,5.7,93310531,35
珮姐老火锅,115,重庆火锅,洪崖洞,9.1,9.0,9.1,92726787,50
SKYFiN天空之鳍·全江景无国界料理,435,自助餐,解放碑,8.6,9.2,9.0,93526728,45
旧识从前慢·川菜小酒馆,82,川菜家常菜,解放碑,9.0,9.3,9.2,102189229,50
大吉烧肉与酒,143,日式烧烤/烤肉,大坪,9.0,9.1,9.1,123069391,50
周师兄大刀腰片火锅,119,重庆火锅,解放碑,9.1,9.1,9.2,97141784,50
山城老堂口•1636重庆老菜,84,川菜家常菜,解放碑,9.1,9.2,9.1,113858908,50
杨记隆府,98,江湖菜,解放碑,9.0,9.0,9.0,28222146,45
楠火锅,83,重庆火锅,南坪,9.0,7.8,8.3,102516096,45
老甘家小龙虾•江湖菜,126,小龙虾,观音桥,9.1,9.0,8.9,24341930,50
卤校长老火锅,87,重庆火锅,观音桥,8.7,8.8,8.9,130824085,45
史记记忆老火锅,97,重庆火锅,洪崖洞,9.2,9.2,9.3,98829051,50
集渔·泰式海鲜火锅,122,泰式火锅,观音桥,9.0,9.1,9.2,126745697,50
洞洞隐火锅,87,重庆火锅,洪崖洞,9.0,9.0,9.1,101920802,50
厨匠老火锅,89,重庆火锅,洪崖洞,9.1,9.1,9.1,69537323,50
月半,63,川菜家常菜,解放碑,9.0,8.3,8.9,97772689,45
李串串老店,71,串串香,解放碑,9.1,7.6,8.2,13791202,45
最火3拖1老火锅,69,重庆火锅,观音桥,9.1,8.4,8.8,17931237,50
肆味,187,重庆火锅,南滨路,9.2,9.3,9.2,97067463,50
周师兄腰片老火锅,107,重庆火锅,洪崖洞,9.2,9.2,9.4,130452325,50
鼎凰花胶鸡海鲜火锅,130,打边炉/港式火锅,大坪,8.5,9.1,9.0,129240400,45
蛮香,50,川菜家常菜,解放碑,9.2,9.0,9.2,129384973,50
洞府老火锅,83,重庆火锅,解放碑,9.2,9.1,9.2,112628465,50
巴倒烫重庆陆派火锅,121,重庆火锅,南山,9.0,9.3,9.0,2220778,50
地狱厨房,83,特色菜,大坪,8.5,9.0,9.0,129142824,45
聪记香港糯米糍,19,小吃,渝中区,8.0,8.4,8.6,129332798,40
鲜龙井火锅公园,114,重庆火锅,南山,8.6,9.2,8.7,532427,45
Gray Whale灰鲸美式乡村烤肉,120,西餐,大坪,9.0,9.2,9.2,129681024,50
纯阳老酒馆,67,川菜家常菜,七星岗,9.1,8.6,8.6,531692,50
喜来樱姬海鲜日料自助餐厅,388,日本料理,九街,9.0,8.7,9.2,95991039,50
重庆丽晶酒店·两江吧,185,咖啡厅,北滨路,8.5,9.1,8.8,69629766,45
八一好吃街,40,快餐简餐,解放碑,8.6,8.1,8.2,79206580,45
威灵顿酒店·维多利亚海鲜自助餐厅,153,自助餐,财富中心,8.7,9.0,9.0,57875735,45
半山酒馆,126,川菜家常菜,九街,8.9,9.3,9.1,76999398,50
瓜西西火锅,102,重庆火锅,洪崖洞,9.1,9.1,9.1,112001030,50
嫩芽NAYAKA融合川菜,67,川菜家常菜,洪崖洞,9.0,9.1,9.1,127157565,50
Gray Whale灰鲸餐厅,147,西餐,五里店,8.9,9.1,9.1,97327206,45
北叁花缘火锅,98,重庆火锅,大石坝,8.7,9.2,9.0,129429989,50
泉野菜,118,日式火锅,大坪,8.4,9.0,8.9,111771444,45
辣丁湾捞汁小海鲜,40,海鲜,巴国城,9.1,8.8,9.0,122062572,45
花市豌杂面,16,面馆,解放碑,8.3,7.0,7.2,2315611,40
渝大狮老火锅,68,重庆火锅,南坪,9.2,9.2,9.2,96659668,50
捞王锅物料理,127,猪肚鸡火锅,观音桥,9.1,9.2,9.2,98628668,50
六指烧烤,45,烤串,观音桥,7.9,7.0,7.8,90413612,40
象隐·地道曼谷料理,127,东南亚菜,观音桥,9.1,9.2,9.2,98628510,50
赛门太太,47,创意菜,加州,9.2,9.2,9.4,129764136,50
喜茶,28,茶饮果汁,解放碑,9.2,9.2,9.3,131327060,50
遇东岚,76,江湖菜,观音桥,9.0,9.1,9.1,98101964,50
枇杷园食为鲜火锅,109,重庆火锅,南山,8.0,9.1,8.1,3081820,45
烤無戒·现拌烤肉,67,融合烤肉,观音桥,9.0,9.0,8.7,125129430,45
流浪地图•剁椒卤汁拌饭,24,快餐简餐,大坪,8.0,8.4,8.5,131065648,40
九村烤脑花,77,烧烤,较场口,8.4,8.4,8.5,92598170,45
尘香,118,川菜家常菜,解放碑,9.0,9.0,9.0,10341581,45
猫掌柜烧烤铺,73,烧烤,冉家坝,9.0,8.8,9.0,5199056,45
开门见山·森林中的泰国料理,130,东南亚菜,南山,8.5,9.2,9.1,129345684,50
火尧火锅·九雅,125,重庆火锅,解放碑,9.1,9.2,9.2,131451397,50
啵先生樱小姐·冰粉遇上麻辣,27,小吃,龙湖/水晶郦城,8.6,8.6,8.9,129413332,45
二火锅,84,重庆火锅,小龙坎,8.9,7.1,7.8,23090916,45
洞子李毛肚火锅,111,重庆火锅,解放碑,9.1,9.3,9.4,130787407,50
拈菜,90,川菜家常菜,九街,9.1,9.2,8.9,93269440,50
会飞的鸡Flying chicken,46,韩国料理,观音桥,9.0,8.3,9.0,122901225,45
淑芬掌中宝串串公司,75,串串香,大坪,8.8,9.0,8.7,128669841,45
老袁家白砍鸡民间菜,63,川菜家常菜,新牌坊,9.0,7.8,8.0,44021999,45
九锅一堂重庆家常菜,64,川菜家常菜,三峡广场,8.8,9.0,9.2,66736976,45
汴京茶寮,23,茶饮果汁,观音桥,8.8,9.0,8.9,131579721,45
饿狼串说 牛肉串串,68,串串香,观音桥,9.2,9.1,9.0,96627085,50
埠口精酿·夜景西餐酒吧,110,西餐,长嘉汇商圈,9.0,9.3,9.1,77362977,50
和民·烧肉,125,日式烧烤/烤肉,黄泥塝,8.7,8.3,8.2,124605923,45
叶婆婆钵钵鸡,47,小吃快餐,解放碑,8.1,8.5,8.4,130798703,40
杨肥肠,51,小吃快餐,南桥寺,9.0,7.8,8.5,91637639,45
南山鉴宽缘栖民宿西餐厅,98,西餐,南山,8.4,9.2,9.1,125310061,45
马房湾66号·江湖菜,79,江湖菜,沙坪坝,9.0,8.4,8.6,121857503,45
和记火爆,81,江湖菜,南滨路,8.8,8.4,8.0,5332877,45
包哥哥的菜,274,江湖菜,江北区,9.2,9.3,9.3,15965765,50
山茶川菜,95,川菜家常菜,加州,8.5,9.1,8.9,108132013,45
解放碑威斯汀酒店知味标帜餐厅,270,自助餐,解放碑,7.6,9.1,8.4,17887766,40
霸王虾·重庆招牌麻辣小龙虾,123,小龙虾,观音桥,9.0,9.0,8.9,17938141,50
山葵家精致料理寿司吧,174,日本料理,观音桥,9.1,9.2,9.2,98431871,50
沈姐万州烤鱼,47,烤鱼,沙坪坝,9.1,8.9,9.0,22389624,50
戏作寿司,69,寿司,南坪,9.2,9.1,9.2,127699016,50
奈九居酒屋,118,日本料理,谢家湾,8.2,9.0,8.6,112190667,40
海边边,78,海鲜,龙湖/水晶郦城,9.1,8.9,9.1,130296494,50
老来福·酸汤兔,79,川菜家常菜,解放碑,9.1,8.6,8.8,2226886,50
两江火焰鹅,63,江湖菜,沙坪坝区,9.2,9.1,9.2,66653408,50
滙山城老火锅,114,重庆火锅,解放碑,8.4,9.0,8.4,98780076,45
藤也怀石料理,1208,日本料理,化龙桥,9.2,9.3,9.4,68024513,50
上井,304,日式自助,新牌坊,8.4,8.9,8.5,93583597,45
慈记外婆桥风味食集,71,川菜家常菜,解放碑,9.0,9.3,9.1,130492825,50
格外小馆·屋顶顶店,104,咖啡厅,北部新区,8.3,9.1,8.7,99609183,45
耿歡喜剁椒拌饭公司,25,快餐简餐,解放碑,8.3,8.3,8.1,129633908,40
光盒作用串串研究所,63,串串香,北城天街,8.7,9.2,9.0,122495821,45
顺祺佛爷煲,117,川菜家常菜,北滨路,9.1,9.1,8.7,69476710,45
盛天毛血旺,56,川菜家常菜,解放碑,9.1,8.9,9.0,17633758,50
青山青豆花·笑禅豆腐鱼,64,鱼火锅,黄泥塝,9.2,8.8,9.1,13820868,50
唐大卤菜,60,卤味鸭脖,南坪,8.3,7.9,8.6,17063480,40
江湖流酒肆,80,江湖菜,大坪,9.0,9.3,9.3,124139017,50
俄式厨房,103,西餐,大坪,9.0,9.2,9.2,93735130,50
猴三老火锅,93,重庆火锅,洪崖洞,9.0,9.2,9.2,127060969,50
姐妹肥肠鸡,39,火锅,大坪,9.1,8.1,9.0,102369024,50
双木氿包,10,包子,解放碑,8.0,7.2,7.9,15954754,40
茹丝葵经典牛排馆,682,西式正餐,北滨路,9.1,9.1,9.3,126678721,50
长安大牌档之长安集市,78,陕西菜,小寨,8.5,9.0,8.7,13897724,45
江城小馆陕南妈妈菜,72,陕西菜,钟楼/鼓楼,9.0,8.7,9.1,18201484,50
醉长安,76,陕西菜,钟楼/鼓楼,8.8,9.1,9.1,92428861,45
重庆渝味晓宇火锅,97,重庆火锅,钟楼/鼓楼,9.1,9.0,8.9,21236444,50
清真·马峰烤肉,40,烧烤,西大街,9.0,7.9,8.8,18212251,45
七爷清汤腩,55,小吃,长乐坊,7.9,8.5,8.2,129962289,40
老李家biangbiang面,20,面馆,钟楼/鼓楼,9.1,8.5,9.0,110106082,50
长安荟·原味陕菜,266,陕西菜,曲江新区,9.0,9.2,9.1,122047916,45
1點點,17,茶饮果汁,大雁塔,8.7,8.7,9.0,130760052,45
遇见长安,69,陕西菜,小寨,9.1,9.1,9.1,111572155,50
南大门米糕,24,面包烘焙,未央路沿线,8.4,8.6,8.7,130820161,45
唐禾会海鲜姿造自助餐厅,334,自助餐,钟楼/鼓楼,9.1,9.2,9.3,129357722,50
张老板的店,87,特色菜,民乐园,9.2,9.2,9.2,27141091,50
赵记传承牛奶甜品,27,甜品,小寨,8.4,8.6,8.4,127191604,45
STARRY RESTAURANT ＆ LOUNGE,154,西餐,大雁塔,9.1,9.3,9.3,98751914,50
太食獸泰式茶餐厅,113,东南亚菜,高新路沿线,9.0,9.0,9.0,108317651,50
碎怂烤肉,70,烤串,钟楼/鼓楼,8.5,8.0,8.2,68228945,45
串一火锅,98,重庆火锅,大雁塔,8.7,8.8,8.5,122769537,45
哥老官重庆美蛙鱼头,122,重庆火锅,大雁塔,9.0,8.9,9.0,121683694,45
濠戏·生蚝戏江湖,90,海鲜,钟楼/鼓楼,8.6,9.0,8.4,129839140,45
SPACELAB失重餐厅,127,西餐,大雁塔,7.8,9.1,8.7,123620177,45
同福龙虾,171,小龙虾,高新路沿线,9.1,9.1,8.8,65891848,45
袁家村关中印象体验地,33,陕西菜,曲江新区,9.1,8.6,8.7,22419005,50
宁夏国强手抓羊肉馆·清真菜,110,西北菜,未央路沿线,9.1,9.2,9.0,102160052,50
唐猫庭院,79,烧烤,大雁塔,8.8,9.2,8.8,127946155,45
炙铜涮肉·烤肉,72,老北京火锅,钟楼/鼓楼,9.1,9.1,9.3,57382018,50
梵,614,日本料理,曲江新区,9.2,9.4,9.3,65625530,50
淮扬府·游园京梦,186,淮扬菜,南大街,9.1,9.3,9.2,98881318,50
同盛祥,60,陕西菜,雁塔区,9.0,9.3,9.1,127873565,50
小佐烤肉,56,烧烤,未央路沿线,8.5,6.6,7.4,20844829,40
马洪小炒泡馍馆,28,泡馍,莲湖公园,8.6,7.9,8.1,5364868,45
本格寿司,424,日本料理,高新路沿线,9.1,9.3,9.3,98930788,50
莲花餐饮,113,陕西菜,省体育场,9.1,9.2,9.2,11577662,50
胖子甑糕,7,小吃,莲湖公园,9.0,8.1,9.0,19599324,50
俄式厨房,112,西餐,吉祥村,9.2,9.3,9.2,68159193,50
子午路张记肉夹馍,18,肉夹馍,翠华路,8.8,7.6,7.9,2727952,45
九院,115,融合烤肉,曲江新区,8.6,9.0,8.3,90317873,45
半勺舒舒,127,面包烘焙,小寨,9.1,9.1,9.1,91066307,50
拾一一人食小火锅,59,小火锅,曲江新区,8.5,8.9,8.5,130098407,45
火炉旁烤肉店,70,融合烤肉,未央路沿线,9.1,9.1,9.1,129406982,50
小吊梨汤,81,京菜,大雁塔,8.7,8.9,9.1,126284447,45
烛影拾光,123,创意菜,曲江新区,8.6,9.1,8.9,32750612,45
赵小姐创意餐厅,81,创意菜,唐延路沿线,9.0,9.1,9.1,92441323,50
凡雅等花开·西餐厅,119,西式正餐,曲江新区,9.1,9.3,9.2,114536901,50
马老四肉丁胡辣汤,11,胡辣汤,和平门/建国门,9.0,7.5,7.9,2577952,45
陕拾叁冰饼糖,30,冰淇淋,钟楼/鼓楼,9.1,9.1,9.1,13780387,50
香港粤北鼻金沙汤丸甜品,35,甜品,小寨,8.4,8.4,8.3,130161397,45
璞遇,128,创意菜,曲江新区,8.7,9.2,9.0,112243635,45
秦豫肉夹馍,15,肉夹馍,钟楼/鼓楼,8.5,7.4,7.6,550469,45
二道木烤羊腿,92,融合烤肉,电子城,9.2,8.6,9.0,108354077,50
WEI全味西餐厅,397,自助餐,曲江新区,8.6,9.2,9.1,108361836,45
黄氏许牛奶甜品专家,23,甜品,立丰国际,8.7,8.6,9.0,125187625,45
马乐烤肉,36,烧烤,大皮院/西羊市,9.1,8.3,8.9,38795427,50
马路边边麻辣烫,86,串串香,高新路沿线,9.1,9.0,9.0,123140996,50
君悦酒店·Grand Cafe咖啡厅,285,自助餐,唐延路沿线,8.6,9.2,9.1,102117177,45
金牌泰香米泰式咖喱蟹,148,东南亚菜,大雁塔,8.3,8.7,8.3,123901299,40
糕忆现烤蛋糕,25,面包烘焙,未央路沿线,8.6,8.7,8.6,130317777,45
豆先生私房酒肆,66,私房菜,文艺路,9.1,9.0,8.5,110772685,50
柳巷面,20,面馆,北大街,8.7,8.3,7.9,5208352,45
古今长安老茶坊,88,陕西菜,小寨,8.7,9.2,8.9,21225188,45
藏拙居酒屋,181,日本料理,唐延路沿线,9.1,9.2,9.2,98357766,50
非凡烧烤,39,烤串,小寨,8.5,7.3,7.5,32550522,45
十三朝餐厅,168,陕西菜,南大街,8.7,9.2,8.8,98881411,45
奔跑吧陕菜,59,陕西菜,民乐园,9.0,9.2,9.1,101989231,50
SUPERBOOM Burger爆爆大汉堡,71,西式简餐,大雁塔,8.8,9.0,9.0,123787657,45
Amber Bites·琥珀宫,71,东南亚菜,小寨,9.1,9.2,9.3,125184441,50
海趣餐厅·苏式家菜,99,苏浙菜,高新路沿线,9.1,9.1,9.1,110262179,50
薇酌饮,76,陕西菜,大雁塔,8.3,9.1,8.4,125129475,40
绿茉莉,164,西餐,大雁塔,9.1,9.3,9.2,123787671,50
珍宝海鲜JUMBO Seafood,365,东南亚菜,南大街,9.0,9.2,9.1,98805210,50
刘信牛羊肉泡馍小炒,25,泡馍,大皮院/西羊市,8.6,7.5,7.7,551242,45
有才叔的小馆,92,汤锅,浐灞生态区,8.8,9.2,8.7,121684713,45
LELECHA乐乐茶,32,面包烘焙,大雁塔,8.6,8.6,8.6,121788249,45
LENBACH兰巴赫 西餐啤酒坊,139,西餐,南大街,9.1,9.3,9.2,93173410,50
糊涂记,58,陕西菜,钟楼/鼓楼,8.8,8.8,8.6,22237991,45
埚曰记古法火锅,81,重庆火锅,何家村,9.4,9.5,9.5,114871769,50
王大花·高家蚝宅,120,海鲜,曲江新区,8.7,8.6,8.2,129742786,45
爱骅裤带面馆,13,面馆,钟楼/鼓楼,9.2,8.3,9.1,80499685,50
奈九居酒屋,176,日本料理,曲江新区,9.1,9.0,9.1,92991341,50
小仙烧,43,小吃,南院门,8.2,8.8,8.8,127782609,45
汉巴味德自助餐厅,82,烧烤,小寨,8.9,9.0,8.9,67759774,45
好享龙虾,132,小龙虾,太乙路,9.2,8.6,8.6,92392048,50
鮨期Sushi Ichie,734,日本料理,西北大/西工大,9.2,9.4,9.3,125765442,50
勿幕·玖里屋顶花园餐厅,91,江湖菜,钟楼/鼓楼,8.6,9.1,8.2,100944417,45
赵记绿豆馅饼素斋,20,面包烘焙,钟楼/鼓楼,9.1,8.7,9.0,3464356,50
太二酸菜鱼,82,酸菜鱼/水煮鱼,大雁塔,9.0,9.1,9.2,120093334,50
肉魁屋烧肉•酒场,225,日式烧烤/烤肉,小雁塔,9.3,9.3,9.3,98941611,50
海鲜先生爆肚面,27,面馆,朱雀门,9.1,8.8,9.0,93446731,50
芦园,469,日本料理,曲江新区,9.0,9.3,9.2,110616284,50
羊瑞堂铁锅羊肉,90,陕西菜,未央路沿线,9.1,8.6,8.8,13889024,50
林间山庄,130,陕西菜,长安区,7.6,8.6,7.7,108169883,40
长安壹号,215,陕西菜,省体育场,8.8,9.1,9.1,2285452,45
碗主自助嘉年华,94,自助餐,小雁塔,7.7,9.0,8.6,111873042,40
有拈头成都市井火锅,80,四川火锅,未央路沿线,8.8,8.5,8.0,124307818,45
海底捞火锅,114,火锅,曲江新区,9.3,9.4,9.2,130903439,50
莲西餐,493,西餐,曲江新区,9.0,9.3,9.2,66591239,50
墨食,120,创意菜,高新路沿线,8.5,9.1,8.8,69855076,45
老白家面馆,15,快餐简餐,李家村,8.9,8.1,8.3,21067633,45
湊湊火锅·茶憩,126,火锅,大雁塔,8.9,9.2,9.1,125888541,45
清真·定家小酥肉,27,西北菜,大皮院/西羊市,7.7,6.8,6.9,550386,40
